"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-10","   50","   40","16.11"," 1453"," 1611","0.00",,"0.0","0.0",,"93","64","  644","  180",,,"  180",,"21.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-11","   70","   50","14.54"," 1853"," 1723","0.00",,"0.0","0.0",,"88","66","  684","  170",,,"  180",,"19.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-12","   90","   90","12.75"," 1052"," 0945","0.00",,"0.0","0.0",,"86","67","  303","  180",,,"  135",,"19.9",,,"25.3",,,,,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-13","   80","   70","10.29"," 0050"," 0114","0.70",,"0.0","0.0",,"81","64","  435","  140",,,"  135",,"17.0",,,"27.5","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-14","   50","   60","10.51"," 1653"," 1442","0.00",,"0.0","0.0",,"83","64","  617","   30",,,"  360",,"15.0",,,"23.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-15","   40","   40","8.72"," 2250"," 2227","0.00",,"0.0","0.0",,"89","61","  637","  110",,,"  135",,"15.0",,,"21.9","    1","    1",,,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-16","   60","   40","10.51"," 1953"," 1951","0.00",,"0.0","0.0",,"93","65","  723","  110",,,"   90",,"28.0",,,"34.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-17","   60","   50","11.86"," 1713"," 1643","0.00",,"0.0","0.0",,"92","68","  462","  110",,,"   90",,"23.0",,,"32.2",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-18","   70","   70","10.96"," 1154"," 1220","0.00",,"0.0","0.0",,"93","65","  454","  160",,,"  180",,"19.9",,,"27.5",,,,,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-19","   40","   30","12.08"," 2350"," 2342","0.00",,"0.0","0.0",,"95","72","  739","  200",,,"  180",,"21.0",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-20","   90","   90","11.41"," 1152"," 1101","0.08",,"0.0","0.0",,"92","71","  385","  300",,,"  270",,"21.9",,,"31.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-21","   80","   90","9.62"," 1053"," 1320","0.15",,"0.0","0.0",,"88","69","  343","  180",,,"  360",,"21.0",,,"28.9",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-22","   80","   70","10.51"," 0316"," 0024","0.27",,"0.0","0.0",,"87","65","  544","  310",,,"  135",,"25.1",,,"32.2",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-23","   50","   60","6.49"," 1150"," 1459","0.01",,"0.0","0.0",,"93","68","  481","  250",,,"  270",,"12.1",,,"23.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-24","   70","   80","10.96"," 1550"," 1524","0.00",,"0.0","0.0",,"92","69","  433","  150",,,"  180",,"16.1",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-25","   10","   10","11.18"," 1351"," 1635","0.00",,"0.0","0.0",,"94","66","  704","  160",,,"  180",,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-26","   30","   20","12.97"," 1253"," 1608","0.00",,"0.0","0.0",,"95","71","  702","  160",,,"  180",,"19.9",,,"31.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-27","   40","   40","9.40"," 1814"," 1425","0.04",,"0.0","0.0",,"93","67","  545","  220",,,"  180",,"19.9",,,"31.1",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-28","   50","   50","9.62"," 1607"," 1240","0.53",,"0.0","0.0",,"93","66","  518","  290",,,"  225",,"17.9",,,"25.3",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-29","   40","   40","7.38"," 2154"," 2203","0.06",,"0.0","0.0",,"92","67","  668","   70",,,"   90",,"23.0",,,"27.5",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-30","   40","   20","9.40"," 1450"," 1440","0.00",,"0.0","0.0",,"93","70","  693","  170",,,"  180",,"21.0",,,"30.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-08-31","   10","   10","12.08"," 1350"," 1107","0.00",,"0.0","0.0",,"94","72","  706","  200",,,"  225",,"19.9",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-01","   40","   40","12.75"," 2320"," 2317","0.33",,"0.0","0.0",,"97","67","  645","  290",,,"  270",,"25.1",,,"36.7",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-02","   50","   50","9.62"," 0153"," 0133","0.12",,"0.0","0.0",,"91","67","  679","   80",,,"   90",,"15.0",,,"20.8",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-03","   10","   10","11.18"," 1250"," 0942","0.00",,"0.0","0.0",,"95","67","  719","  240",,,"  225",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-04","    0","    0","11.86"," 0850"," 0917","0.00",,"0.0","0.0",,"96","70","  744","  200",,,"  225",,"17.9",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-05","   30","   40","12.30"," 1052"," 2229","0.00",,"0.0","0.0",,"96","69","  706","  220",,,"  180",,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-06","   10","   10","13.65"," 0952"," 1352","0.00",,"0.0","0.0",,"95","66","  690","  220",,,"  180",,"17.9",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-07","   50","   50","13.87"," 2304"," 2308","0.00",,"0.0","0.0",,"95","67","  659","  230",,,"  225",,"29.1",,,"36.7",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-08","   30","   20","13.42"," 1948"," 1948","0.01",,"0.0","0.0",,"94","68","  655","  200",,,"  180",,"34.9",,,"44.7",,,"    1",,,,"    1",,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-09","   70","   80","14.32"," 0951"," 1017","0.00",,"0.0","0.0",,"76","61","  379","   40",,,"   45",,"19.9",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-10","  100","  100","11.63"," 0151"," 2158","0.02",,"0.0","0.0",,"73","58","    0","   60",,,"  180",,"17.0",,,"23.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-11","   90","  100","14.99"," 0755"," 0730","0.60",,"0.0","0.0",,"73","57","  156","   60",,,"   45",,"28.0",,,"38.0","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-12","  100","  100","14.76"," 2054"," 2110","2.35",,"0.0","0.0",,"74","50","    0","   10",,,"  360",,"23.0",,,"43.6","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-13","  100","  100","15.66"," 0246"," 0133","0.20",,"0.0","0.0",,"52","46","    0","   30",,,"   45",,"25.9",,,"40.3",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-14","   30","   10","9.40"," 0353"," 0500","0.00",,"0.0","0.0",,"75","46","  688","  340",,,"  315",,"15.0",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-15","    0","    0","8.50"," 2251"," 1442","0.00",,"0.0","0.0",,"82","50","  744","  190",,,"  270",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-16","    0","    0","10.96"," 1550"," 1400","0.00",,"0.0","0.0",,"86","55","  742","  160",,,"  180",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-17","    0","    0","11.63"," 1550"," 1507","0.00",,"0.0","0.0",,"84","53","  739","  160",,,"  180",,"19.9",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-18","    0","    0","14.54"," 1152"," 1139","0.00",,"0.0","0.0",,"85","56","  728","  180",,,"  180",,"21.9",,,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-19","    0","   10","13.65"," 1650"," 1651","0.00",,"0.0","0.0",,"86","56","  722","  150",,,"  135",,"17.9",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-20","    0","    0","12.30"," 1451"," 1356","0.00",,"0.0","0.0",,"85","55","  733","  180",,,"  180",,"21.9",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-21","   30","   30","8.95"," 2250"," 2246","0.00",,"0.0","0.0",,"87","57","  572","   30",,,"   45",,"16.1",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-22","   40","   30","15.21"," 1651"," 1503","0.11",,"0.0","0.0",,"77","55","  559","   10",,,"  360",,"23.0",,,"34.4",,,,,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-23","    0","    0","14.32"," 0952"," 0950","0.00",,"0.0","0.0",,"62","42","  727","   20",,,"  360",,"23.0",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-24","    0","    0","6.93"," 1953"," 1611","0.00",,"0.0","0.0",,"72","38","  725","  140",,,"  360",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-25","    0","    0","8.28"," 1653"," 1641","0.00",,"0.0","0.0",,"80","45","  723","   50",,,"   45",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-26","    0","    0","9.40"," 1151"," 1101","0.00",,"0.0","0.0",,"78","45","  721","   30",,,"   45",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-27","    0","    0","6.71"," 2353"," 1541","0.00",,"0.0","0.0",,"77","46","  719","   90",,,"   90",,"10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-28","    0","    0","6.49"," 0952"," 1037","0.00",,"0.0","0.0",,"81","47","  717","  210",,,"  225",,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-29","    0","    0","7.83"," 1050"," 1048","0.00",,"0.0","0.0",,"88","49","  715","  300",,,"  315",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-09-30","    0","    0","8.95"," 2352"," 1708","0.00",,"0.0","0.0",,"88","53","  712","  200",,,"  180",,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-01","    0","    0","10.96"," 1252"," 1344","0.00",,"0.0","0.0",,"93","60","  711","  290",,,"  270",,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-02","    0","    0","11.86"," 0855"," 0903","0.00",,"0.0","0.0",,"80","54","  709","   60",,,"   45",,"23.0",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-03","    0","    0","10.96"," 1451"," 1624","0.00",,"0.0","0.0",,"86","49","  706","  140",,,"  135",,"17.9",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-04","   10","   10","12.30"," 1555"," 1612","0.00",,"0.0","0.0",,"83","51","  683","  140",,,"  135",,"21.9",,,"28.9",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-05","   60","   70","10.96"," 1247"," 2341","0.00",,"0.0","0.0",,"86","59","  375","  200",,,"  360",,"17.9",,,"30.0","    1",,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-06","   20","   20","12.53"," 0150"," 0022","0.00",,"0.0","0.0",,"74","53","  644","   20",,,"  360",,"17.9",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-07","    0","    0","8.95"," 1050"," 0911","0.00",,"0.0","0.0",,"75","46","  698","  100",,,"  135",,"14.1",,,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-08","   30","   30","8.95"," 2353"," 2317","0.00",,"0.0","0.0",,"81","45","  636","  190",,,"  180",,"14.1",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-09","   20","   10","9.40"," 1351"," 1346","0.00",,"0.0","0.0",,"85","50","  682","  210",,,"  270",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-10","    0","    0","10.74"," 2352"," 2359","0.00",,"0.0","0.0",,"87","52","  692","  210",,,"  225",,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-11","    0","   10","14.54"," 1351"," 1314","0.00",,"0.0","0.0",,"90","60","  667","  260",,,"  225",,"19.9",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-12","    0","    0","8.28"," 2351"," 2349","0.00",,"0.0","0.0",,"92","52","  688","  180",,,"  180",,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-13","   10","   20","12.53"," 1453"," 1452","0.00",,"0.0","0.0",,"92","53","  671","  200",,,"  180",,"19.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-14","   20","   30","14.32"," 1351"," 1611","0.00",,"0.0","0.0",,"90","58","  662","  170",,,"  180",,"17.9",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-15","   50","   80","13.20"," 1550"," 0103","0.00",,"0.0","0.0",,"90","52","  642","  210",,,"  180",,"19.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-16","   10","   10","19.01"," 0850"," 0758","0.00",,"0.0","0.0",,"68","43","  619","   10",,,"  360",,"28.0",,,"34.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-17","   90","   90","17.67"," 2353"," 0039","0.00",,"0.0","0.0",,"56","38","  385","   20",,,"  360",,"25.1",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-18","   30","   20","14.09"," 1552"," 0032","0.00",,"0.0","0.0",,"52","35","  631","  360",,,"   45",,"21.0",,,"30.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-19","    0","    0","10.29"," 1650"," 1434","0.00",,"0.0","0.0",,"65","27","  674","  310",,,"  270",,"19.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-20","   40","   50","14.54"," 1654"," 1617","0.00",,"0.0","0.0",,"80","33","  621","  230",,,"  225",,"23.0",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-21","   40","   10","14.76"," 1150"," 1155","0.00",,"0.0","0.0",,"84","55","  604","  260",,,"  270",,"28.0",,,"38.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-22","   20","    0","12.75"," 1250"," 1530","0.00",,"0.0","0.0",,"83","49","  628","  270",,,"  270",,"23.0",,,"34.4",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-23","    0","   10","9.84"," 1150"," 1035","0.00",,"0.0","0.0",,"84","45","  646","   10",,,"  360",,"15.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-24","    0","    0","9.17"," 2350"," 2349","0.00",,"0.0","0.0",,"87","46","  663","  180",,,"  180",,"17.9",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-25","   20","   30","16.11"," 1650"," 1710","0.00",,"0.0","0.0",,"82","52","  632","  160",,,"  180",,"23.9",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-26","   60","   90","21.70"," 1152"," 1410","0.00",,"0.0","0.0",,"80","58","  259","  180",,,"  180",,"29.1",,,"35.6",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-27","   60","   90","10.29"," 1717"," 1658","0.00",,"0.0","0.0",,"77","54","  120","  180",,,"  180",,"17.9",,,"31.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-28","   70","   70","16.33"," 2217"," 2214","0.00",,"0.0","0.0",,"80","55","  292","  190",,,"  180",,"23.9",,,"34.4","    1",,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-29","   60","   60","14.99"," 2353"," 2354","0.00",,"0.0","0.0",,"80","49","  465","   10",,,"  360",,"21.9",,,"35.6",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-30","    0","    0","15.21"," 0251"," 0016","0.00",,"0.0","0.0",,"57","35","  653","  360",,,"  360",,"28.0",,,"39.1",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-10-31","   60","   90","13.87"," 1351"," 1315","0.00",,"0.0","0.0",,"68","34","  492","  210",,,"  225",,"21.9",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-01","   60","   70","19.46"," 1450"," 1438","0.00",,"0.0","0.0",,"48","28","  227","   10",,,"  360",,"30.0",,,"40.3",,,,,,,"    1",,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-02","    0","    0","7.16"," 0350"," 1303","0.00",,"0.0","0.0",,"57","20","  647","  360",,,"  270",,"10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-03","    0","    0","12.53"," 1352"," 1103","0.00",,"0.0","0.0",,"67","31","  646","  230",,,"  225",,"19.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-04","    0","    0","12.30"," 1550"," 1616","0.00",,"0.0","0.0",,"77","37","  644","  250",,,"  225",,"19.9",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-05","    0","    0","10.51"," 0151"," 0936","0.00",,"0.0","0.0",,"77","48","  642","  240",,,"  270",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-06","   30","   20","11.86"," 1251"," 1251","0.00",,"0.0","0.0",,"78","40","  561","  270",,,"  270",,"25.9",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-07","   10","   10","10.07"," 1650"," 1648","0.00",,"0.0","0.0",,"77","37","  604","  250",,,"  270",,"25.1",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-08","    0","    0","13.42"," 0952"," 0940","0.00",,"0.0","0.0",,"66","41","  600","   40",,,"   45",,"28.0",,,"35.6",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-09","   10","   20","10.29"," 1351"," 1348","0.00",,"0.0","0.0",,"73","39","  597","   60",,,"   45",,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-10","    0","    0","6.04"," 1650"," 1526","0.00",,"0.0","0.0",,"80","37","  634","  180",,,"  180",,"10.1",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-11","    0","    0","9.17"," 1450"," 1432","0.00",,"0.0","0.0",,"81","38","  632","  230",,,"  225",,"16.1",,,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-12","   20","   30","11.41"," 2251"," 2241","0.00",,"0.0","0.0",,"79","42","  482","  180",,,"  180",,"19.9",,,"26.4","    1","    1",,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-13","   50","   50","13.87"," 0303"," 0152","0.00",,"0.0","0.0",,"80","46","  458","  220",,,"  180",,"25.1",,,"34.4","    1","    1",,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-14","    0","    0","14.32"," 1354"," 1544","0.00",,"0.0","0.0",,"79","38","  621","  250",,,"  270",,"30.0",,,"38.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-15","    0","    0","14.54"," 1151"," 1338","0.00",,"0.0","0.0",,"55","34","  618","  360",,,"  360",,"23.9",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-16","   90","  100","10.51"," 1554"," 1513","0.00",,"0.0","0.0",,"49","27","  382","  200",,,"  180",,"16.1",,,"24.2",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-17","   40","   30","7.83"," 2052"," 1622","0.00",,"0.0","0.0",,"61","26","  592","   50",,,"   90",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-18","   40","   60","8.72"," 1454"," 1423","0.00",,"0.0","0.0",,"63","28","  569","  200",,,"   90",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-19","   50","   80","9.17"," 1455"," 1506","0.00",,"0.0","0.0",,"73","32","  496","  250",,,"  225",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-20","   70","  100","8.50"," 1150"," 1129","0.00",,"0.0","0.0",,"72","41","   45","  240",,,"  270",,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-21","   10","   10","8.72"," 1553"," 1633","0.00",,"0.0","0.0",,"78","41","  601","  230",,,"  225",,"17.9",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-22","   10","   10","20.58"," 1054"," 0949","0.00",,"0.0","0.0",,"56","31","  549","   40",,,"   45",,"38.9",,,"48.3",,,,,,,"    1",,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-23","   40","   70","14.09"," 1350"," 1256","0.00",,"0.0","0.0",,"60","27","  532","  200",,,"  225",,"23.9",,,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-24","   70","  100","15.88"," 1653"," 1646","0.00",,"0.0","0.0",,"75","40","  423","  220",,,"  225",,"21.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00023042","LUBBOCK INTERNATIONAL AIRPORT, TX US","1989-11-25","   40","   70","14.99"," 1044"," 1050","0.00",,"0.0","0.0",,"75","42","  488","  280",,,"  270",,"32.0",,,"41.4",,,,,,,"    1",,,,,,,,,,,,,
